"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"61-2526-1",61,2526,0,1,"Eukrohnia hamata","carbohydratePDW","1.5","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One year at Korsfjorden, Norway","Bamstedt1978","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:105416","Eukrohnia hamata (Möbius, 1875)","Species","Animalia","Chaetognatha","Sagittoidea","Phragmophora","Eukrohniidae","Eukrohnia","Chaetognath","literature",NA,"P. Pata","2023-08-15",1,"Eukrohnia hamata","carbohydrate_pdw_Mean","1.5","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"61-400-1",61,400,0,1,"Aetideopsis armata","carbohydratePDW","2","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One year at Korsfjorden, Norway","Bamstedt1978b","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:104267","Aetideopsis armata (Boeck, 1872)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Aetideopsis","Calanoid","literature",NA,"P. Pata","2023-08-15",1,"Chiridius armatus","carbohydrate_pdw_Mean","2","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"61-3606-1",61,3606,0,1,"Neomysis integer","carbohydratePDW","2.4","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May-Mar in Southampton waters","Raymont1964","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:120136","Neomysis integer (Leach, 1814)","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","Mysid","literature",NA,"P. Pata","2023-08-15",1,"Neomysis integer","carbohydrate_pdw_Mean","2.4","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"47-400-1",47,400,0,1,"Aetideopsis armata","ashPDW","7.4","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One year at Korsfjorden, Norway","Bamstedt1978b","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:104267","Aetideopsis armata (Boeck, 1872)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Aetideopsis","Calanoid","literature",NA,"P. Pata","2023-08-15",1,"Chiridius armatus","ash_pdw_Mean","7.4","percent",NA,NA,NA,FALSE,FALSE,NA,1.38080904933827,"Family"
"47-3606-1",47,3606,0,1,"Neomysis integer","ashPDW","7.9","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May-Mar in Southampton waters","Raymont1964","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:120136","Neomysis integer (Leach, 1814)","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","Mysid","literature",NA,"P. Pata","2023-08-15",1,"Neomysis integer","ash_pdw_Mean","7.9","percent",NA,NA,NA,FALSE,FALSE,NA,1.58927619986029,"Family"
"51-3606-1",51,3606,0,1,"Neomysis integer","lipidPDW","13.1","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May-Mar in Southampton waters","Raymont1964","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:120136","Neomysis integer (Leach, 1814)","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","Mysid","literature",NA,"P. Pata","2023-08-15",1,"Neomysis integer","lipid_pdw_Mean","13.1","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"47-2774-1",47,2774,0,1,"Gennadas propinquus","ashPDW","16","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sept at Gulf of Aden","Raymonth1967","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:377442","Gennadas propinquus Rathbun, 1906","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Gennadas clavicarpus","ash_pdw_Mean","16","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"47-2983-1",47,2983,0,1,"Sergestes","ashPDW","17","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sept at Gulf of Aden","Raymonth1967","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:106829","Sergestes H. Milne Edwards, 1830","Genus","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Sergestes","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes","ash_pdw_Mean","17","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"47-2693-1",47,2693,0,1,"Acanthephyra purpurea","ashPDW","19","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sept at Gulf of Aden","Raymonth1967","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:107582","Acanthephyra purpurea A. Milne-Edwards, 1881","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Acanthephyra purpurea","ash_pdw_Mean","19","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"51-400-1",51,400,0,1,"Aetideopsis armata","lipidPDW","24.2","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One year at Korsfjorden, Norway","Bamstedt1978b","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:104267","Aetideopsis armata (Boeck, 1872)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Aetideopsis","Calanoid","literature",NA,"P. Pata","2023-08-15",1,"Chiridius armatus","lipid_pdw_Mean","24.2","percent",NA,NA,NA,FALSE,FALSE,NA,0.470303897740174,"Family"
"51-2526-1",51,2526,0,1,"Eukrohnia hamata","lipidPDW","32.1","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One year at Korsfjorden, Norway","Bamstedt1978","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:105416","Eukrohnia hamata (Möbius, 1875)","Species","Animalia","Chaetognatha","Sagittoidea","Phragmophora","Eukrohniidae","Eukrohnia","Chaetognath","literature",NA,"P. Pata","2023-08-15",1,"Eukrohnia hamata","lipid_pdw_Mean","32.1","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"56-2526-1",56,2526,0,1,"Eukrohnia hamata","proteinPDW","39.1","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One year at Korsfjorden, Norway","Bamstedt1978","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:105416","Eukrohnia hamata (Möbius, 1875)","Species","Animalia","Chaetognatha","Sagittoidea","Phragmophora","Eukrohniidae","Eukrohnia","Chaetognath","literature",NA,"P. Pata","2023-08-15",1,"Eukrohnia hamata","protein_pdw_Mean","39.1","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"56-3606-1",56,3606,0,1,"Neomysis integer","proteinPDW","70.9","percent","numeric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May-Mar in Southampton waters","Raymont1964","Omori1984",NA,NA,"urn:lsid:marinespecies.org:taxname:120136","Neomysis integer (Leach, 1814)","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","Mysid","literature",NA,"P. Pata","2023-08-15",1,"Neomysis integer","protein_pdw_Mean","70.9","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-2776-1",59,2776,0,1,"Gennadas valens","proteinPWW","8.6","percent","numeric",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107098","Gennadas valens (Smith, 1884)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Gennadas valens","protein_pww_Mean","8.6","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-2743-1",59,2743,0,1,"Deosergestes henseni","proteinPWW","10.9","percent","numeric",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514121","Deosergestes henseni (Ortmann, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes henseni","protein_pww_Mean","10.9","percent",NA,NA,NA,FALSE,FALSE,NA,0.555302524695456,"Family"
"59-2744-1",59,2744,0,1,"Deosergestes paraseminudus","proteinPWW","14.4","percent","numeric",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514123","Deosergestes paraseminudus (Crosnier & Forest, 1973)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes paraseminudus","protein_pww_Mean","14.4","percent",NA,NA,NA,FALSE,FALSE,NA,2.02270929212472,"Family"
"59-2938-1",59,2938,0,1,"Phorcosergia grandis","proteinPWW","11.2","percent","numeric",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056510","Phorcosergia grandis (Sund, 1920)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Phorcosergia","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergia grandis","protein_pww_Mean","11.2","percent",NA,NA,NA,FALSE,FALSE,NA,0.308267545269493,"Family"
"59-2972-1",59,2972,0,1,"Robustosergia robusta","proteinPWW","10.4","percent","numeric",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056517","Robustosergia robusta (Smith, 1882)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Robustosergia","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergia robustus","protein_pww_Mean","10.4","percent",NA,NA,NA,FALSE,FALSE,NA,0.980625561121799,"Family"
"59-2998-1",59,2998,0,1,"Systellaspis debilis","proteinPWW","9.3","percent","numeric",NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107605","Systellaspis debilis (A. Milne-Edwards, 1881)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oplophoridae","Systellaspis","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Systellaspis debilis","protein_pww_Mean","9.3","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-2918-1",59,2918,0,1,"Pasiphaea merriami","proteinPWW","12.2","percent","numeric",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:421667","Pasiphaea merriami Schmitt, 1931","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Pasiphaea merriami","protein_pww_Mean","12.2","percent",NA,NA,NA,FALSE,FALSE,NA,0.641306125096499,"Family"
"59-2910-1",59,2910,0,1,"Parapasiphae sulcatifrons","proteinPWW","6.5","percent","numeric",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107673","Parapasiphae sulcatifrons SI Smith, 1884","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Parapasiphaea sulcatifrons","protein_pww_Mean","6.5","percent",NA,NA,NA,FALSE,FALSE,NA,1.15537715567511,"Family"
"59-2774-1",59,2774,0,1,"Gennadas propinquus","proteinPWW","8.73","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:377442","Gennadas propinquus Rathbun, 1906","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Gennadas propinquus","protein_pww_Mean","8.73","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-2759-1",59,2759,0,1,"Eusergestes similis","proteinPWW","10.88","percent","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514127","Eusergestes similis (Hansen, 1903)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Eusergestes","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes similis","protein_pww_Mean","10.88","percent",NA,NA,NA,FALSE,FALSE,NA,0.571982577977235,"Family"
"59-2939-1",59,2939,0,1,"Phorcosergia phorca","proteinPWW","12.18","percent","numeric",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056512","Phorcosergia phorca (Faxon, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Phorcosergia","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes phorcus","protein_pww_Mean","12.18","percent",NA,NA,NA,FALSE,FALSE,NA,0.460417877761689,"Family"
"59-2997-1",59,2997,0,1,"Systellaspis cristata","proteinPWW","8.7","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107604","Systellaspis cristata (Faxon, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oplophoridae","Systellaspis","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Systellaspis cristata","protein_pww_Mean","8.7","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-2916-1",59,2916,0,1,"Pasiphaea chacei","proteinPWW","10.5","percent","numeric",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514218","Pasiphaea chacei Yaldwyn, 1962","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Pasiphaea chacei","protein_pww_Mean","10.5","percent",NA,NA,NA,FALSE,FALSE,NA,0.202241924101831,"Family"
"59-2917-1",59,2917,0,1,"Pasiphaea emarginata","proteinPWW","7.91","percent","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514223","Pasiphaea emarginata Rathbun, 1902","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Pasaphaea emarginata","protein_pww_Mean","7.91","percent",NA,NA,NA,FALSE,FALSE,NA,0.847831024392799,"Genus"
"59-3492-1",59,3492,0,1,"Boreomysis californica","proteinPWW","4.89","percent","numeric",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:226344","Boreomysis californica Ortmann, 1894","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Boreomysis","Mysid","literature",NA,"P. Pata","2023-08-15",1,"Boreomysis californica","protein_pww_Mean","4.89","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-3023-1",59,3023,0,1,"Euphausia pacifica","proteinPWW","10.43","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:237851","Euphausia pacifica Hansen, 1911","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature",NA,"P. Pata","2023-08-15",1,"Euphausia pacifica","protein_pww_Mean","10.43","percent",NA,NA,NA,FALSE,FALSE,NA,0.252972771231854,"Family"
"59-2856-1",59,2856,0,1,"Notogennema kempi","proteinPWW","9","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Spring or summer","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1566089","Notogennema kempi (Stebbing, 1914)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Notogennema","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Gennadas kempi","protein_pww_Mean","9","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-2934-1",59,2934,0,1,"Petalidium foliaceum","proteinPWW","11.5","percent","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:369210","Petalidium foliaceum Spence Bate, 1881","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Petalidium","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Petalidium foliaceum","protein_pww_Mean","11.5","percent",NA,NA,NA,FALSE,FALSE,NA,0.0669489608224119,"Family"
"59-2850-1",59,2850,0,1,"Nematocarcinus lanceopes","proteinPWW","7.1","percent","numeric",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Spring or summer","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:369209","Nematocarcinus lanceopes Spence Bate, 1888","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Nematocarcinidae","Nematocarcinus","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Nematocarcinus lanceopes","protein_pww_Mean","7.1","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-3496-1",59,3496,0,1,"Boreomysis rostrata","proteinPWW","8.2","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:226891","Boreomysis rostrata Illig, 1906","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Boreomysis","Mysid","literature",NA,"P. Pata","2023-08-15",1,"Boreomysis rostrata","protein_pww_Mean","8.2","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"59-3027-1",59,3027,0,1,"Euphausia triacantha","proteinPWW","8.7","percent","numeric",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:236220","Euphausia triacantha Holt & Tattersall, 1906","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature",NA,"P. Pata","2023-08-15",1,"Euphausia triacantha","protein_pww_Mean","8.7","percent",NA,NA,NA,FALSE,FALSE,NA,0.449827315468542,"Family"
"54-2776-1",54,2776,0,1,"Gennadas valens","lipidPWW","1","percent","numeric",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107098","Gennadas valens (Smith, 1884)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Gennadas valens","lipid_pww_Mean","1","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"54-2743-1",54,2743,0,1,"Deosergestes henseni","lipidPWW","1.4","percent","numeric",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514121","Deosergestes henseni (Ortmann, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes henseni","lipid_pww_Mean","1.4","percent",NA,NA,NA,FALSE,FALSE,NA,0.670347553598314,"Family"
"54-2744-1",54,2744,0,1,"Deosergestes paraseminudus","lipidPWW","1.8","percent","numeric",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514123","Deosergestes paraseminudus (Crosnier & Forest, 1973)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes paraseminudus","lipid_pww_Mean","1.8","percent",NA,NA,NA,FALSE,FALSE,NA,0.403429860674783,"Family"
"54-2938-1",54,2938,0,1,"Phorcosergia grandis","lipidPWW","1.3","percent","numeric",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056510","Phorcosergia grandis (Sund, 1920)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Phorcosergia","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergia grandis","lipid_pww_Mean","1.3","percent",NA,NA,NA,FALSE,FALSE,NA,0.748863258150877,"Family"
"54-2972-1",54,2972,0,1,"Robustosergia robusta","lipidPWW","1.1","percent","numeric",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056517","Robustosergia robusta (Smith, 1882)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Robustosergia","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergia robustus","lipid_pww_Mean","1.1","percent",NA,NA,NA,FALSE,FALSE,NA,0.925580711093866,"Family"
"54-2998-1",54,2998,0,1,"Systellaspis debilis","lipidPWW","1.9","percent","numeric",NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107605","Systellaspis debilis (A. Milne-Edwards, 1881)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oplophoridae","Systellaspis","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Systellaspis debilis","lipid_pww_Mean","1.9","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"54-2918-1",54,2918,0,1,"Pasiphaea merriami","lipidPWW","1.2","percent","numeric",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:421667","Pasiphaea merriami Schmitt, 1931","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Pasiphaea merriami","lipid_pww_Mean","1.2","percent",NA,NA,NA,FALSE,FALSE,NA,0.952622884511755,"Family"
"54-2910-1",54,2910,0,1,"Parapasiphae sulcatifrons","lipidPWW","8.9","percent","numeric",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107673","Parapasiphae sulcatifrons SI Smith, 1884","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Parapasiphaea sulcatifrons","lipid_pww_Mean","8.9","percent",NA,NA,NA,FALSE,FALSE,NA,0.569784792760542,"Family"
"54-2774-1",54,2774,0,1,"Gennadas propinquus","lipidPWW","6.62","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:377442","Gennadas propinquus Rathbun, 1906","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Gennadas propinquus","lipid_pww_Mean","6.62","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"54-2759-1",54,2759,0,1,"Eusergestes similis","lipidPWW","3.34","percent","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514127","Eusergestes similis (Hansen, 1903)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Eusergestes","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes similis","lipid_pww_Mean","3.34","percent",NA,NA,NA,FALSE,FALSE,NA,0.259204961081219,"Family"
"54-2939-1",54,2939,0,1,"Phorcosergia phorca","lipidPWW","4.61","percent","numeric",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056512","Phorcosergia phorca (Faxon, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Phorcosergia","Decapod","literature",NA,"P. Pata","2023-08-15",1,"Sergestes phorcus","lipid_pww_Mean","4.61","percent",NA,NA,NA,FALSE,FALSE,NA,0.609845274962146,"Family"
